source_page,asset_url,local_path,source_type,view,actual_model,node_count,drive_config,pdf_page,confirmed_details,confidence,status
https://newserverlife.com/configure/dell-poweredge-c6400-24sff-x4-c6420/,https://newserverlife.com/upload/iblock/8c0/C6420_1.png,sources/third_party/nsl-C6420_1.png,Third party original product photo,single bare node rear oblique; side; air cooling,C6420 single node; reference only,1,24x2.5 enclosure; front NSL photo shows fillers,,"Original resolution [1222, 574]; no horizontal flip",high visual structure; unknown NIC chip identity,200
https://newserverlife.com/configure/dell-poweredge-c6400-24sff-x4-c6420/,https://newserverlife.com/upload/iblock/941/C6420.png,sources/third_party/nsl-C6420.png,Third party original product photo,"single bare node rear; unpopulated OCP, secondary structure only",C6420 single node; reference only,1,24x2.5 enclosure; front NSL photo shows fillers,,"Original resolution [1672, 799]; no horizontal flip",high visual structure; unknown NIC chip identity,200
https://newserverlife.com/configure/dell-poweredge-c6400-24sff-x4-c6420/,https://newserverlife.com/upload/iblock/c09/_6400_2.png,sources/third_party/nsl-_6400_2.png,Third party original product photo,front-right oblique; right side; top,C6420 nodes in C6400,4,24x2.5 enclosure; front NSL photo shows fillers,,"Original resolution [1686, 805]; no horizontal flip v002: plastic blanks on source front are superseded by user-requested normal carriers; source remains for shell, ears, lid and locked rear.",high visual structure; unknown NIC chip identity,200
https://expresscomputersystems.com/products/dell-poweredge-c6420-node-server-configurable,https://expresscomputersystems.com/cdn/shop/files/Nodes-Rear_2000x.jpg?v=1723057643,sources/third_party/express-Nodes-Rear_2000x.jpg,Third party original product photo,single-node internal/component study,C6420 single node; reference only,1,24x2.5 enclosure; front NSL photo shows fillers,,"Original resolution [1080, 1080]; no horizontal flip",high visual structure; unknown NIC chip identity,200
https://expresscomputersystems.com/products/dell-poweredge-c6420-node-server-configurable,https://expresscomputersystems.com/cdn/shop/files/dell-poweredge-c6420-riser1_9be7bc4a-045b-4ae2-8815-49765fd23623_2000x.jpg?v=1723057643,sources/third_party/express-dell-poweredge-c6420-riser1_9be7bc4a-045b-4ae2-8815-49765fd23623_2000x.jpg,Third party original product photo,single-node internal/component study,C6420 single node; reference only,1,24x2.5 enclosure; front NSL photo shows fillers,,"Original resolution [1080, 1080]; no horizontal flip",high visual structure; unknown NIC chip identity,200
https://expresscomputersystems.com/products/dell-poweredge-c6420-node-server-configurable,https://expresscomputersystems.com/cdn/shop/files/dell-poweredge-c6420-riser_2000x.jpg?v=1723057643,sources/third_party/express-dell-poweredge-c6420-riser_2000x.jpg,Third party original product photo,single-node internal/component study,C6420 single node; reference only,1,24x2.5 enclosure; front NSL photo shows fillers,,"Original resolution [1080, 1080]; no horizontal flip",high visual structure; unknown NIC chip identity,200
https://expresscomputersystems.com/products/dell-poweredge-c6420-node-server-configurable,https://expresscomputersystems.com/cdn/shop/products/c6420-internal_2000x.jpg?v=1673546389,sources/third_party/express-c6420-internal_2000x.jpg,Third party original product photo,single-node internal/component study,C6420 single node; reference only,1,24x2.5 enclosure; front NSL photo shows fillers,,"Original resolution [1080, 1080]; no horizontal flip",high visual structure; unknown NIC chip identity,200
https://www.etb-tech.com/dell-poweredge-c6420-1x24-2-5-4-x-gold-6132-2-6ghz-fourteen-core-128gb-4-x-120gb-sata-2-5-s140-idrac9-enterprise-svr-c6420-006.html,https://res.cloudinary.com/dmwxtja1g/image/upload/v1/media/catalog/product/d/e/dell_poweredge_c6420_rear_4xmods_3_4.jpg,sources/third_party/etb-dell_poweredge_c6420_rear_4xmods_3_4.jpg,Third party original product photo,rear; same stock photograph family as NSL; NOT independent photographic corroboration,C6420 nodes in C6400,4,24x2.5 enclosure; front NSL photo shows fillers,,"Original resolution [1800, 1200]; no horizontal flip",high visual structure; unknown NIC chip identity,200
https://www.bargainhardware.co.uk/dell-poweredge-c6420-node-server-configure-to-order,,sources/third_party/bargain.html,webpage fetch / access record,,listing metadata only,,,,"Direct HTTP 403; 403 file is error page, not evidence. web search may expose indexed text.",unavailable,403
https://www.servermonkey.com/refurbished-dell-poweredge-c6420-modular-server.html,,sources/third_party/monkey.html,webpage fetch / access record,,listing metadata only,,,,"Direct HTTP 403; 403 file is error page, not evidence. web search may expose indexed text.",unavailable,403
https://www.ebay.co.uk/itm/406670930520,,sources/third_party/ebay.html,webpage fetch / access record,,listing metadata only,,,,"Direct HTTP 403; 403 file is error page, not evidence. web search may expose indexed text.",unavailable,403
https://newserverlife.com/configure/dell-poweredge-c6400-24sff-x4-c6420/,,sources/third_party/nsl.html,webpage fetch / access record,,listing metadata only,,,,"Direct HTTP 200; 403 file is error page, not evidence. web search may expose indexed text.",page available,200
https://www.etb-tech.com/dell-poweredge-c6420-1x24-2-5-4-x-gold-6132-2-6ghz-fourteen-core-128gb-4-x-120gb-sata-2-5-s140-idrac9-enterprise-svr-c6420-006.html,,sources/third_party/etb.html,webpage fetch / access record,,listing metadata only,,,,"Direct HTTP 403; 403 file is error page, not evidence. web search may expose indexed text.",unavailable,403
https://expresscomputersystems.com/products/dell-poweredge-c6420-node-server-configurable,,sources/third_party/express.html,webpage fetch / access record,,listing metadata only,,,,"Direct HTTP 200; 403 file is error page, not evidence. web search may expose indexed text.",page available,200
https://developer.aliyun.com/article/469064,,sources/third_party/aliyun.html,webpage fetch / access record,,listing metadata only,,,,"Direct HTTP 200; 403 file is error page, not evidence. web search may expose indexed text.",page available,200
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=6,sources/extracted/c6400-service-manual-p006.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,6,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=7,sources/extracted/c6400-service-manual-p007.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,7,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=8,sources/extracted/c6400-service-manual-p008.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,8,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=9,sources/extracted/c6400-service-manual-p009.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,9,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=10,sources/extracted/c6400-service-manual-p010.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,10,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=11,sources/extracted/c6400-service-manual-p011.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,11,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=14,sources/extracted/c6400-service-manual-p014.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,14,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=15,sources/extracted/c6400-service-manual-p015.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,15,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=16,sources/extracted/c6400-service-manual-p016.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,16,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=29,sources/extracted/c6400-service-manual-p029.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,29,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=30,sources/extracted/c6400-service-manual-p030.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,30,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=31,sources/extracted/c6400-service-manual-p031.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,31,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=32,sources/extracted/c6400-service-manual-p032.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,32,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=33,sources/extracted/c6400-service-manual-p033.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,33,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=34,sources/extracted/c6400-service-manual-p034.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,34,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=35,sources/extracted/c6400-service-manual-p035.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,35,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf#page=36,sources/extracted/c6400-service-manual-p036.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,36,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf#page=8,sources/extracted/c6420-service-manual-p008.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,8,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf#page=9,sources/extracted/c6420-service-manual-p009.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,9,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf#page=12,sources/extracted/c6420-service-manual-p012.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,12,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf#page=13,sources/extracted/c6420-service-manual-p013.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,13,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf#page=14,sources/extracted/c6420-service-manual-p014.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,14,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf#page=15,sources/extracted/c6420-service-manual-p015.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,15,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf#page=30,sources/extracted/c6420-service-manual-p030.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,30,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf#page=31,sources/extracted/c6420-service-manual-p031.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,31,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6420_owners-manual_en-us.pdf#page=32,sources/extracted/c6420-service-manual-p032.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,32,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://downloads.dell.com/topicspdf/poweredge-c6420_Owners-Manual2_en-us.pdf,https://downloads.dell.com/topicspdf/poweredge-c6420_Owners-Manual2_en-us.pdf#page=4,sources/extracted/c6420-technical-specifications-p004.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,4,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://downloads.dell.com/topicspdf/poweredge-c6420_Owners-Manual2_en-us.pdf,https://downloads.dell.com/topicspdf/poweredge-c6420_Owners-Manual2_en-us.pdf#page=5,sources/extracted/c6420-technical-specifications-p005.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,5,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf#page=13,sources/extracted/technical-guide-p013.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,13,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf#page=14,sources/extracted/technical-guide-p014.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,14,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf#page=15,sources/extracted/technical-guide-p015.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,15,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf#page=66,sources/extracted/technical-guide-p066.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,66,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual2_en-us.pdf,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual2_en-us.pdf#page=5,sources/extracted/technical-specifications-p005.png,Dell PDF page raster extraction,Document diagram/table; page-specific content,C6400 enclosure / C6420 subset; document may include other variants,4 target; single-node diagrams used only for components,Only 24x2.5 subset adopted; 12x3.5 diagrams excluded,5,Original PDF page raster. See CONFIGURATION.md for which region is used.,high official; configuration must be filtered,verified PNG from verified PDF
https://www.ebay.com/itm/366227485948,https://i.ebayimg.com/images/g/lOYAAeSwI9VpnvJv/s-l1600.webp,sources/third_party/techbuyer-01.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front/lid auxiliary only. Rearimage04 has different IO layout from locked C6420 source and is excluded; listing metadata not blindly trusted.,"medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/366227485948,https://i.ebayimg.com/images/g/mdQAAeSwJ2xpnvJ8/s-l1600.webp,sources/third_party/techbuyer-02.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front/lid auxiliary only. Rearimage04 has different IO layout from locked C6420 source and is excluded; listing metadata not blindly trusted.,"medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/366227485948,https://i.ebayimg.com/images/g/8Y0AAeSwEe1pnvKB/s-l1600.webp,sources/third_party/techbuyer-03.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front/lid auxiliary only. Rearimage04 has different IO layout from locked C6420 source and is excluded; listing metadata not blindly trusted.,"medium: real photo, fitted options checked separately",200
