face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence
rear,USB 3.0 ports,2,2,1,upper then lower,small,lower center-left,recessed stacked geometry,black/silver,Dell owner's manual and Figure 5,verified
rear,four-port NDC,4,1,4,ports 1-4 left-to-right,medium,lower center,separate recessed RJ45 cavities,silver frames and black interiors,Dell Figure 5 and screenshot,verified
rear,PCIe card holder handle,1,1,1,none,long,below slots 4-5,projecting rounded bar,gloss black,Dell Figure 5 and exact photos,verified
rear,AC power-supply modules,2,1,2,PSU 1 then PSU 2,large,lower-right,separate removable blocks projecting behind body,galvanized shell with black fan/inlet and orange latch,Dell Figure 5; technical guide p58; exact EPP 750W photos,verified
rear,IEC C14 AC inlets,2,1,2,one at left of each PSU fan,medium,inside each PSU face,deep recessed port,black,Dell Figure 5 and exact 750W PSU photos,verified
rear,PSU orange release latches,2,1,2,one beside each inlet,small,inside each PSU face,protruding lever,Dell orange,Dell exact 750W photos,verified
rear,PSU cooling fan grilles,2,1,2,one per PSU,large,inside each PSU face,recessed circular fan with cross/handle relief,black fan with silver fasteners,Dell Figure 5 and exact photos,verified
rear,PSU pull handles,2,1,2,one diagonal/loop handle per PSU,large,over each fan,39 mm maximum rear projection,black/clear-gray depending photo lighting,Dell Figure 5 and exact photos,verified
left,side shell,1,1,1,rear to front,684 mm body depth,full body side,closed opaque sheet shell,galvanized light silver steel,exact R730 side photo and Dell dimension diagram,verified
left,top-cover catch tabs,5,1,5,spaced along top edge,small,upper edge,separate folded/latch relief,galvanized silver,exact R730 side photo,verified
left,long stamped channel,1,1,1,rear to front,long narrow,upper-middle side,shallow recessed stiffening channel,galvanized silver,exact R730 side photo,verified
left,regulatory labels,3,1,3,small white DP/N label then two black regulatory labels,medium to small,rear half lower side,flush labels,black/white factory print,exact R730 side photo,verified
left,side fasteners and dimples,14,1,14,irregular evidence-matched pattern,tiny,across lower and upper side,small raised/recessed relief,silver,exact R730 side photo,verified
right,side shell,1,1,1,front to rear,684 mm body depth,full body side,closed opaque sheet shell,galvanized light silver steel,multiple exact 16SFF angles and Dell dimension diagram,verified-by-multi-reference
right,top-cover seam and folded lip,1,1,1,front to rear,long,upper edge,separate folded relief,galvanized silver,multiple exact 16SFF top/front/rear angles,verified-by-multi-reference
right,stamped channel and fasteners,1,1,1,independent non-mirrored layout,long/irregular,side body,shallow relief only where adjacent views prove it,galvanized silver,exact top/side/rear angles and direct opposite-side construction reference,verified-by-multi-reference
right,regulatory labels,0,0,0,none,none,none,none,none,no right-side label evidence; do not mirror left labels,verified-by-exclusion
top,removable top cover,1,1,1,front label band then main cover,444 by 684 mm body plan,body top,raised/folded cover above side lips,brushed galvanized silver,exact 16SFF front/top and rear/top photos,verified
top,cover latch,1,1,1,none,small rectangular,centered laterally and aft of cover midpoint,recessed black latch,black plastic in silver recess,exact 16SFF top photos,verified
top,stiffening ribs,2,2,1,front rib then rear/main rib,long transverse,across main cover,shallow raised stamp,galvanized silver,exact 16SFF top photos,verified
top,front service label band,1,1,1,black label/white-orange instructions/black label,wide,front top fixed band,flush printed labels,white black orange factory print,exact 16SFF top photos,verified
top,front ventilation slots,2,1,2,left and right groups,long narrow,along front top edge,recessed opaque vent slots,black voids in silver strip,exact 16SFF top photos,verified
bottom,controlled generic sheet bottom,1,1,1,none,444 by 684 mm body plan,entire underside,closed flat conservative sheet,galvanized silver,Dell dimensions plus exact side material evidence,bottom-fallback
bottom,unsupported identity features,0,0,0,none,none,none,no logos labels vents feet rails holes ports seams or invented fasteners,none,documented bottom search exhaustion,bottom-fallback

