face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence
rear,fixed central chassis panel,1,1,1,after fan slot 2,large,rear center,flat slightly recessed rectangle with small fastener/dot,dark gray painted metal,https://www.juniper.net/content/dam/www/assets/images/us/en/image-library/mx-series/mx204/mx204-rear-high.jpg,VERIFIED
rear,JPSU-650W-AC-AO power supplies,2,1,2,PSU slots 0 then 1,large,rear right,separate recessed FRUs with projecting orange handle black ejector and metal cord-retainer loop,black/gray/orange metal-plastic,https://www.juniper.net/documentation/us/en/hardware/mx204/topics/topic-map/mx204-ac-power-system.html,VERIFIED
rear,IEC AC appliance inlets,2,1,2,one per PSU,medium,center of each PSU face,recessed three-contact C14-style inlet,black,https://www.juniper.net/documentation/us/en/hardware/mx204/topics/topic-map/mx204-ac-power-system.html,VERIFIED
rear,PSU status columns,2,1,2,one left side of each PSU,small,left edge of each PSU face,recessed grille and LED stack,black grille green/amber lenses,https://www.juniper.net/content/dam/www/assets/images/us/en/image-library/mx-series/mx204/mx204-rear-high.jpg,VERIFIED
rear,rear mounting bracket flanges,2,1,2,left and right,each 1U flange,outboard of chassis rear,separate bracket ends with two rounded rectangular rack holes,dark/silver sheet metal as screenshot/installation evidence,https://www.juniper.net/documentation/us/en/hardware/mx204/topics/topic-map/mx204-installing.html,VERIFIED
left,side body panel,1,1,1,continuous,470 mm x 43.7 mm body side,full left side,closed sheet metal with perimeter seam,dark gray fine-textured metal,https://www.juniper.net/content/dam/www/assets/images/us/en/image-library/mx-series/mx204/mx204-left-high.jpg,VERIFIED
left,sliding mounting rail,1,1,1,front-to-rear,most chassis depth,center height of side,separate shallow channel with three scalloped relief notches and fasteners,silver-gray galvanized metal,https://www.juniper.net/documentation/us/en/hardware/mx204/topics/topic-map/mx204-installing.html,VERIFIED
right,side body panel,1,1,1,continuous,470 mm x 43.7 mm body side,full right side,closed sheet metal with perimeter seam,dark gray fine-textured metal,https://www.juniper.net/content/dam/www/assets/images/us/en/image-library/mx-series/mx204/mx204-right-high.jpg,VERIFIED
right,sliding mounting rail,1,1,1,front-to-rear,most chassis depth,center height of side,separate shallow channel with three scalloped relief notches and fasteners,silver-gray galvanized metal,https://www.juniper.net/documentation/us/en/hardware/mx204/topics/topic-map/mx204-installing.html,VERIFIED
top,cover sheet,1,1,1,continuous,447 mm x 470 mm body top,full body top,separate fitted cover with perimeter seam,dark gray powder-coated textured metal,https://image.pushauction.com/0/0/23ce7c1b-d0f9-4bb5-8b80-8d8f0b30d6d2/91ff3f3a-5272-462e-8824-70e5c4994d94.png,VERIFIED
top,embossed Juniper Networks wordmark,1,1,1,centered,large,center of top,shallow stamped/embossed relief,same gray metal catching highlights,https://image.pushauction.com/0/0/23ce7c1b-d0f9-4bb5-8b80-8d8f0b30d6d2/91ff3f3a-5272-462e-8824-70e5c4994d94.png,VERIFIED
top,cover fasteners,26,perimeter and internal,variable,front edge plus rear edge plus three-by-three internal/right-side pattern,small,around edges and center-right,slightly recessed screw heads,dark/silver screw heads,https://image.pushauction.com/0/0/23ce7c1b-d0f9-4bb5-8b80-8d8f0b30d6d2/91ff3f3a-5272-462e-8824-70e5c4994d94.png,VERIFIED
top,raised longitudinal channel,1,1,1,front-side strip,long narrow,near front edge,shallow stamped raised U-ended channel,same gray metal,https://image.pushauction.com/0/0/23ce7c1b-d0f9-4bb5-8b80-8d8f0b30d6d2/91ff3f3a-5272-462e-8824-70e5c4994d94.png,VERIFIED
top,factory/regulatory label zones,3,1,3,small left label and two right-rear clusters,small,near rear corners,flush adhesive labels,white/yellow printed labels; no invented serial values,https://image.pushauction.com/0/0/23ce7c1b-d0f9-4bb5-8b80-8d8f0b30d6d2/91ff3f3a-5272-462e-8824-70e5c4994d94.png,VERIFIED
bottom,controlled generic underside,1,1,1,continuous,447 mm x 470 mm body bottom,full body bottom,closed conservative plane with no unsupported detail,dark gray sheet metal matching verified edges,documented generic-bottom-fallback,GENERIC_BOTTOM_FALLBACK
