face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence
front,optional cable managers and front filter cover,0,0,0,absent,"would materially project beyond front but is not shown",excluded,"no geometry","not applicable",https://www.juniper.net/documentation/us/en/hardware/mx304/topics/topic-map/mx304-installing.html,VERIFIED_ABSENT
rear,JNP-PWR2200-AC power supplies,2,2,1,"PSU0 top | PSU1 bottom","each face about 73.5 x 40.1 mm","rear-elevation screen-left; physical +X/right from front","separate FRU blocks projecting about 40.5 mm; round fan and inlet depths","silver/black metal and plastic with orange lower pull handle",https://www.juniper.net/documentation/us/en/hardware/mx304/topics/topic-map/mx304-power-system.html,VERIFIED_AC
rear,AC PSU fan grilles,2,2,1,"one per PSU","round fan opening occupying left half",left half of each PSU,"recessed fan behind radial grille","black/silver grille with white circular label",https://www.juniper.net/content/dam/www/assets/images/us/en/image-library/mx-series/mx304/mx304-rear-ac-high.jpg,VERIFIED_AC
rear,AC PSU IEC inlets and retainers,2,2,1,"one per PSU","rectangular black inlet and retaining clip",right half of each PSU,"deep connector cavity and projecting retention hardware","black plastic/metal",https://www.juniper.net/content/dam/www/assets/images/us/en/image-library/mx-series/mx304/mx304-rear-ac-high.jpg,VERIFIED_AC
rear,AC PSU orange pull handles,2,2,1,"one per PSU","U-shaped lower handle",lower face of each PSU,"projects beyond rear plane","orange molded/plastic-coated metal",https://www.juniper.net/content/dam/www/assets/images/us/en/image-library/mx-series/mx304/mx304-rear-ac-high.jpg,VERIFIED_AC
rear,timing interface BNC connectors,4,2,2,"10MHz IN/OUT and 1PPS IN/OUT","four small circular gold connectors",narrow panel immediately right of PSUs,"projecting metal cylinders","gold/brass",https://community.juniper.net/blogs/reema-ray/2023/03/28/mx304-deepdive,VERIFIED
rear,timing interface rectangular ports,3,3,1,"BITS | ToD | GM/PTP top-to-bottom","three RJ45-style dark apertures",same narrow timing panel,"recessed connector cavities","black plastic with silver rims",https://community.juniper.net/blogs/reema-ray/2023/03/28/mx304-deepdive,VERIFIED
rear,JNP-FAN-2RU fan modules,3,1,3,"Fan 0 | Fan 1 | Fan 2 rear-elevation screen-left-to-right after timing panel (physical +X to -X)","three equal large modules",center and rear-elevation screen-right,"separate FRU blocks projecting about 40.5 mm; deep grille recesses and molded frames","bright orange frame; black honeycomb grille; gray separators",https://www.juniper.net/documentation/us/en/hardware/mx304/topics/topic-map/mx304-cooling-system.html,VERIFIED_AC
rear,fan grilles,6,2,3,"upper/lower pair per Fan 0/1/2","two trapezoidal honeycomb fields per module",inside orange fan frames,"deep recessed perforation","black honeycomb",https://www.juniper.net/content/dam/www/assets/images/us/en/image-library/mx-series/mx304/mx304-rear-ac-high.jpg,VERIFIED
rear,fan orange frames and AIR OUT badges,3,1,3,"Fan 0 | Fan 1 | Fan 2","molded X/hourglass frame per module",around each fan grille,"strong projecting relief and lateral latches","orange molded plastic with centered gray AIR OUT badge",https://www.juniper.net/content/dam/www/assets/images/us/en/image-library/mx-series/mx304/mx304-rear-ac-high.jpg,VERIFIED_AC
rear,fan separators and status markings,3,1,3,"0 | 1 | 2","narrow gray strips around modules",between and right of fan modules,"flush LED and icon with shallow panel relief","gray metal; white fan icon; dark LED",https://community.juniper.net/blogs/reema-ray/2023/03/28/mx304-deepdive,VERIFIED
rear,grounding and ESD panel,1,3,1,"ESD hole | two M6 ground studs | ground symbol","narrow vertical end strip","rear-elevation screen-right; physical -X/left from front","two large projecting circular studs and one recessed hole","gray metal and silver studs",https://www.juniper.net/content/dam/www/assets/images/us/en/image-library/mx-series/mx304/mx304-rear-ac-high.jpg,VERIFIED
rear,rear rack ears,0,0,0,absent,"front ears may remain visible laterally in orthographic rear projection",rear plane,"no separate rear-ear geometry","not applicable",https://www.juniper.net/content/dam/www/assets/images/us/en/image-library/mx-series/mx304/mx304-rear-ac-high.jpg,VERIFIED_ABSENT
left,side rail-slot recesses,8,2,4,"rear-to-front at screen-left-to-right; four in upper row | four in lower row","long rounded rectangles",central physical-left panel,"independently generated recessed stamped slots with source-matched shadows; no right-face pixels","gray real fine-grain sheet metal and dark recess",https://www.ebay.com/itm/357632213474,VERIFIED_PHYSICAL_LEFT_REAL_PHOTO
left,side shell fasteners and asymmetric landmarks,1,2,0,"rear AC/fan projection screen-left | nonuniform screw/black-locator sequence | one large front pad | front ear and two cyan handles screen-right","667.2 x 88.9 mm overall silhouette including proven projections",full physical-left side,"closed sheet-metal wall; feature pixels remain unstretched; blank inter-feature spans rectified to official length","gray fine-grain painted/stamped metal with mild real wear",https://www.juniper.net/us/en/company/images/image-library-logos-and-product-photos/products/mx304.html,VERIFIED_INDEPENDENT_LEFT
right,side rail-slot recesses,8,2,4,"front-to-rear at screen-left-to-right; four in upper row | four in lower row","long rounded rectangles",central physical-right panel,"independently generated right-side recessed slots","gray sheet metal and dark recess",https://www.juniper.net/us/en/company/images/image-library-logos-and-product-photos/products/mx304.html,VERIFIED_EXACT_RIGHT_SOURCES
right,side shell and fasteners,1,2,0,"front end step | main shell | rear end step","667.2 x 88.9 mm overall silhouette including proven projections",full physical-right side,"closed sheet-metal wall with its independently generated screw/pad layout","gray fine-grain painted/stamped metal",https://www.juniper.net/documentation/us/en/hardware/mx304/topics/topic-map/mx304-installing.html,VERIFIED_EXACT_RIGHT_SOURCES
top,major top cover panels,2,1,2,"rear panel | front panel along depth","together cover 440.9 x 610 mm body",full top,"two slightly stepped sheet-metal panels with transverse seam and perimeter fasteners","gray fine-grain painted/stamped steel",https://www.ebay.com/itm/357632213474,VERIFIED
top,embossed Juniper Networks marking,1,1,1,"reads normally from verified top orientation","large shallow emboss",front major top panel,"low raised/embossed relief","same gray metal with highlight/shadow relief",https://www.ebay.com/itm/357632213474,VERIFIED
top,rectangular service hatch,1,1,1,"single hatch with one screw","small rectangle",rear-side region of top,"shallow recessed seam and one screw","gray metal",https://www.ebay.com/itm/357632213474,VERIFIED
top,variable inventory and serial stickers,0,0,0,excluded,"seller unit shows serial-specific labels that are not configuration identity",rear-side region,"omit rather than fabricate or copy serial values","not applicable",https://www.ebay.com/itm/357632213474,VERIFIED_EXCLUSION
bottom,conservative underside sheet,1,1,1,"no identifying layout","440.9 x 667.2 mm verified silhouette",full underside,"closed opaque plane; preserve only side-edge silhouette","gray sheet metal matched to exact chassis sources",https://www.bkipc.com/Uploads/17627777296911d60e5fb57.jpg,GENERIC_BOTTOM_FALLBACK
bottom,unsupported underside details,0,0,0,"no holes | labels | vents | feet | rails | seams | fasteners | branding",none,excluded,"no geometry or texture detail","not applicable",https://www.juniper.net/documentation/us/en/hardware/mx304/mx304.pdf,GENERIC_BOTTOM_FALLBACK
