face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence
rear,PCIe blank covers,2,1,2,"full-height slot 1; half-height slot 2",large,"upper left and upper center",separate recessed perforated sheet-metal geometry,"silver galvanized perforated metal",https://device.report/m/7009a59d0542b27d0a93809307e88a251b2cc3ea1245bace9872a925196f6af3.pdf,verified
rear,AC PSU modules,2,1,2,"PSU1; PSU2",large,"physical rear right",separate hot-swap blocks with handle protrusion,"silver metal; black fan/inlet; lime release",https://device.report/m/7009a59d0542b27d0a93809307e88a251b2cc3ea1245bace9872a925196f6af3.pdf,verified
rear,PSU fan grilles,2,1,2,one per PSU,large,"left portion of each PSU face",recessed fan geometry and protective bar,"black blades/grille; silver fasteners",https://www.lnc.ru/catalog/huawei/rack/huawei-fusionserver-rh1288-v3,verified
rear,IEC AC inlets,2,1,2,one per PSU,medium,"right portion of each PSU face",recessed C14 geometry,"black inlet; silver surround",https://www.lnc.ru/catalog/huawei/rack/huawei-fusionserver-rh1288-v3,verified
rear,rear mounting ears,0,0,0,none,none,none,none,none,https://www.lnc.ru/catalog/huawei/rack/huawei-fusionserver-rh1288-v3,verified
left,side rail attachment pins/slots,4,1,4,"independent physical-left pattern",small,"along lower/mid side",shallow protrusion/recess,"silver steel",https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=37&lang=en,verified-by-multi-angle
left,side vent,0,0,0,none,none,none,none,"silver steel",https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=37&lang=en,verified-by-multi-angle
right,side rail strip and fasteners,1,1,1,front-to-rear,large,"long lower side",separate shallow relief,"dark gray rail strip on silver steel",https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=37&lang=en,verified-by-multi-angle
right,rear side vent,1,1,1,near rear,small,"rear upper side",recessed perforated panel,"dark vent cells in silver frame",https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=37&lang=en,verified-by-multi-angle
top,main cover panel,1,1,1,front-to-rear,large,"entire top body",separate cover shell with seams,"silver galvanized/brushed steel",https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=37&lang=en,verified-by-multi-angle
top,transverse seams,2,2,1,"front service-lid seam; main cover/rear seam",long,"across width",recessed line geometry,"dark narrow seams",https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=37&lang=en,verified-by-multi-angle
top,recessed cover latch,1,1,1,centered,medium,"slightly forward of center",recessed pocket plus raised handle,"silver latch with dark shadow",https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=37&lang=en,verified-by-multi-angle
top,safety/ID labels,2,1,2,"small label; larger warning label",small,"one near mid/rear; one near front-right",thin label relief,"white/yellow/red factory labels",https://info.support.huawei.com/computing/tools/gallery/enterprise/intelligent-server/detail?currentProduct=37&lang=en,verified-by-multi-angle
bottom,conservative sheet-metal panel,1,1,1,front-to-rear,large,"entire underside",closed opaque surface,"silver galvanized steel",source/third-party/generic-bottom-dell-r610.jpeg,generic-bottom-fallback
bottom,unsupported labels/vents/feet/holes/rails,0,0,0,none,none,none,none,none,source/evidence.md,generic-bottom-fallback
internal,hot-swap fan modules,5,1,5,fan1-fan5,internal,"behind front drive/backplane row",not externally visible with cover installed,"black dual-rotor fan modules",https://www.nforce.com/files/Huawei%20FusionServer%20RH1288%20V3%20Data%20Sheet.pdf,verified-not-modeled
