face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence
right,galvanized side panel,1,1,1,"front to rear","748:43","device physical right","folded sheet-metal wall with cover seam","galvanized silver with real wear","source/third-party/rozetka-596556760-05-665499160.jpg",verified
right,rear side vent,1,1,1,"rear-side vent","small rectangular","near rear end","recessed/perforated vent; opaque dark pixels/relief","silver frame/dark openings","source/originals/Huawei-product-gallery-extracted/1080P_PNG/01.png",verified-by-multiple-reference
right,rail attachment landmarks,4,1,4,"asymmetric holes/studs","small","mid/lower side line","shallow stamped studs/keyholes","galvanized silver/dark recess","source/originals/Huawei-product-gallery-extracted/1080P_PNG/01.png",verified-by-multiple-reference
top,front fixed cover band,1,1,1,"fixed front band","about one-fifth depth","front edge","slightly stepped panel separated by full-width seam","galvanized silver","source/third-party/rozetka-596556760-04-665499157.jpg",verified
top,removable main cover,1,1,1,"main cover","large","center/rear","separate sheet panel with folded edges","galvanized silver with real scratches/grain","source/third-party/rozetka-596556760-04-665499157.jpg",verified
top,recessed lift latch,1,1,1,"latch","medium","near center/front half","raised frame with recessed hinged handle","silver with lime-green latch accent","source/third-party/rozetka-596556760-04-665499157.jpg",verified
top,transverse slot-vent rows,2,2,1,"front row; rear row","long narrow rows","across main cover near front and rear","small geometric/relief slots; no alpha haze","dark recesses in silver sheet","source/third-party/rozetka-596556760-04-665499157.jpg",verified
top,factory information labels,5,1,5,"regulatory; qualification; network defaults; caution; barcode","small grouped decals","front fixed cover band","flush labels","white/gray/black with Huawei mark","source/third-party/rozetka-596556760-04-665499157.jpg",verified
top,safety label,1,1,1,"caution label","small","rear-right area","flush decal","white/yellow/red/black","source/third-party/rozetka-596556760-06-665499164.jpg",verified
bottom,conservative underside sheet,1,1,1,"none","436:748","entire bottom","closed flat sheet preserving verified side silhouette","galvanized silver","https://psauction.com/item/view/487098/dell-poweredge-r610-rackserver-med-raid",generic-bottom-fallback
internal,hot-swap fan modules,5,1,5,"fan 1; fan 2; fan 3; fan 4; fan 5","five equal modules","inside chassis behind front backplane","internal configuration evidence only; not exterior geometry with cover closed","black housings/lime-green latches","source/third-party/rozetka-596556760-09-665499177.jpg",verified
