face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence
front,optical drive/LCD/VGA/full-size USB/vFlash,0,0,0,"absent on 10-drive face",N/A,N/A,N/A,N/A,https://i.dell.com/sites/content/shared-content/data-sheets/en/documents/dell-poweredge-r620-technical-guide.pdf,verified
rear,low-profile PCIe slot blanks,3,1,3,"slot 1; slot 2; slot 3",long shallow,"upper half from device-left to center-right",separate recessed ventilated blanks,"galvanized steel with dark rectangular vents",https://www.dell.com/support/manuals/en-us/poweredge-r620/r620systemownersmanual-v1/back-panel-features-and-indicators,verified
rear,system ID button/light,1,1,1,"far device-right when interpreted physically; screen-left in rear elevation",tiny,"lower screen-left cluster",recessed,"black/blue lens",https://www.dell.com/support/manuals/en-us/poweredge-r620/r620systemownersmanual-v1/back-panel-features-and-indicators,verified
rear,system ID connector,1,1,1,"beside ID button",tiny,"lower screen-left cluster",recessed round,"black",https://www.dell.com/support/manuals/en-us/poweredge-r620/r620systemownersmanual-v1/back-panel-features-and-indicators,verified
rear,iDRAC7 Enterprise RJ45,1,1,1,"before serial",small,"lower screen-left",recessed,"silver rim black cavity",https://www.dell.com/support/manuals/en-us/poweredge-r620/r620systemownersmanual-v1/back-panel-features-and-indicators,verified
rear,DB9 serial,1,1,1,"after iDRAC",small,"lower left-center",recessed,"teal insert silver shell",https://www.dell.com/support/manuals/en-us/poweredge-r620/r620systemownersmanual-v1/back-panel-features-and-indicators,verified
rear,DB15 VGA,1,1,1,"after serial",small,"lower center-left",recessed,"blue insert silver shell",https://www.dell.com/support/manuals/en-us/poweredge-r620/r620systemownersmanual-v1/back-panel-features-and-indicators,verified
rear,USB 2.0 ports,2,2,1,"vertical pair",small,"lower center",recessed,"black cavities silver rims",https://www.dell.com/support/manuals/en-us/poweredge-r620/r620systemownersmanual-v1/back-panel-features-and-indicators,verified
rear,quad 1GbE Base-T RJ45,4,1,4,"RJ45 1 2 3 4",equal,"lower center-right before PSU divider",recessed individual ports,"silver shell black cavity; no SFP cages",https://pcserverandparts.com/dell-poweredge-r620-10-bay-sff-server-2x-intel-xeon-e5-2670-2-60-ghz-8c-32gb-ddr3-4x-600gb-hdd-i350-h710-refurbished/,verified
rear,AC power supplies,2,1,2,"PSU1 then PSU2",equal 86 mm form factor,"screen-right half",separate projecting removable assemblies,"galvanized steel and black polymer",https://i.dell.com/sites/content/shared-content/data-sheets/en/documents/dell-poweredge-r620-technical-guide.pdf,verified
rear,IEC C14 AC inlets,2,1,2,"one at left of each PSU face",medium,"each PSU face",deep recess,"black",source/third-party/pcsp-r620-10sff-i350-5.jpg,verified
rear,PSU cooling fans,2,1,2,"one at right of each PSU face",medium,"each PSU face",deep circular recess/blades,"black fan with silver guard",source/third-party/pcsp-r620-10sff-i350-5.jpg,verified
rear,PSU orange release latches,2,1,2,"one per PSU",small,"beside IEC inlet",protruding,"Dell orange polymer",source/third-party/pcsp-r620-10sff-i350-5.jpg,verified
rear,PSU translucent handles,2,1,2,"one per PSU",medium,"across inlet/fan boundary",protruding U geometry,"translucent gray represented by clear-gray solid",https://dl.dell.com/topicspdf/poweredge-r620_owners-manual_en-us.pdf,verified
rear,PSU black cable straps,2,1,2,"one per PSU",small,"hanging from handles in reseller photo",excluded non-chassis accessory,"black fabric",source/third-party/pcsp-r620-10sff-i350-5.jpg,verified-excluded
rear,rear rack ears,0,0,0,"absent",N/A,N/A,N/A,N/A,source/third-party/pcsp-r620-10sff-i350-5.jpg,verified
left,side rail mounting studs,5,1,5,"front-to-rear unequal spacing",small,"upper/mid long wall",protruding circular heads,"galvanized steel",source/third-party/cloudninjas-r620-10sff-4.jpg,verified
left,side rail slots,4,1,4,"front-to-rear",small,"mid/lower long wall",recessed/open relief,"dark galvanized cavities",source/third-party/cloudninjas-r620-10sff-4.jpg,verified
left,cover/body horizontal seam,1,1,1,"full depth",long,"near lower third",recessed line,"dark seam in galvanized sheet",source/third-party/cloudninjas-r620-10sff-4.jpg,verified
left,front ear projection,1,1,1,"front only; canonical image-right",small,"front end",separate projection,"black polymer",source/third-party/cloudninjas-r620-10sff-4.jpg,verified
right,side rail mounting studs,5,1,5,"front-to-rear unequal spacing",small,"upper/mid long wall",protruding circular heads,"galvanized steel",source/third-party/itcreations-r620-10sff-2.jpg,verified
right,side rail key/rectangular slots,4,1,4,"front-to-rear",small,"mid/lower long wall",recessed/open relief,"dark galvanized cavities",source/third-party/itcreations-r620-10sff-2.jpg,verified
right,cover/body horizontal seam,1,1,1,"full depth",long,"near lower third",recessed line,"dark seam in galvanized sheet",source/third-party/itcreations-r620-10sff-2.jpg,verified
right,front ear projection,1,1,1,"front only; canonical image-left",small,"front end",separate projection,"black polymer",source/third-party/itcreations-r620-10sff-2.jpg,verified
top,galvanized removable cover,1,1,1,"front to rear",full body,"body top",slightly raised closed sheet,"real scuffed zinc-coated steel",source/third-party/cloudninjas-r620-10sff-2.jpg,verified
top,cover latch handle,1,1,1,"asymmetric",medium,"forward half near centerline",raised/recessed assembly,"dark galvanized/black",source/third-party/cloudninjas-r620-10sff-2.jpg,verified
top,front ventilation rows,2,2,many,"continuous near front edge",long thin,"immediately behind drive plane",recessed slots,"dark openings in galvanized steel",source/third-party/cloudninjas-r620-10sff-2.jpg,verified
top,rear ventilation band,1,1,many,"asymmetric broken row",long thin,"rear third offset left/right per photo",recessed slots,"dark openings",source/third-party/cloudninjas-r620-10sff-2.jpg,verified
top,Dell service instruction label,1,1,1,"large asymmetric label",large,"front half offset device-right",flush printed label,"white/orange/black factory label",source/third-party/cloudninjas-r620-10sff-2.jpg,verified
top,regulatory labels,2,1,2,"small black labels",small,"front-left and rear-right regions",flush printed labels,"black/white factory labels",source/third-party/cloudninjas-r620-10sff-2.jpg,verified
bottom,conservative sheet-metal underside,1,1,1,"no identity-bearing details",full body,"closed underside",flat opaque surface,"galvanized Dell-family sheet metal",source/third-party/dell-r210ii-1u-underside-fallback.jpg,generic-bottom-fallback
bottom,unsupported holes/feet/labels/vents/rails/logos,0,0,0,"explicitly omitted",N/A,N/A,N/A,N/A,source/bottom-search-log.md,controlled-fallback
