face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence
rear,management panel,1,1,1,"CONSOLE over ETH; ACT L/A ID; vertical USB; pull-out barcode below",narrow central block,center,ports recessed barcode pull-tab projects slightly,black/silver connectors with pink CONSOLE/ETH labels and white HUAWEI mark,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=front.png",VERIFIED
rear,IEC C14 inlet,2,1,2,one per PSU,large rectangular inlet,within each outer PSU,recessed black connector,black plastic,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=front.png",VERIFIED
rear,honeycomb grille fields,4,1,4,one on each PSU/fan module,dominant module area,across all four removable modules,recessed perforation with visible fan on selected fields,black painted perforated metal,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=front.png",VERIFIED
rear,captive screws and status marks,8,1,8,module-top fasteners and STATUS groups,small,above/beside each module,projecting round heads,silver/black fasteners and white print,"https://info.support.huawei.com/info-finder/imagelib/getImgByNames4web?package_name=CE6851-48S6Q-HI_pic.zip&picture_name=front.png",VERIFIED
left,side sheet panel,1,1,1,"power side at image left; port side at image right",420 x 43.6 mm,full face,flat panel with top/bottom folded seams,black powder-coated steel,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_5.webp,VERIFIED
left,port-side bracket holes,3,1,3,three chassis attachment holes,small,near image right/front,end-cap relief and fasteners,black/silver,source/pdf-pages/hardware-print36-appearance.png,VERIFIED
left,power-side bracket holes,4,1,4,four chassis attachment holes,small,near image left/rear,round fastener holes,black/silver,source/pdf-pages/hardware-print36-appearance.png,VERIFIED
left,regulatory label,1,1,1,small horizontal label,upper-middle in exact photo,flush label,white/gray label on black,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_5.webp,VERIFIED
right,side sheet panel,1,1,1,"port side at image left; power side at image right",420 x 43.6 mm,full face,flat panel with folded seams,black powder-coated steel,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_3.webp,VERIFIED
right,ground stud and earth mark,1,1,1,stud over yellow earth square,medium identity-bearing feature,near middle-lower face,projecting threaded stud and washer,silver metal plus yellow earth mark,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_3.webp,VERIFIED
right,port-side bracket holes,3,1,3,three chassis attachment holes,small,near image left/front,round fastener holes,black/silver,source/pdf-pages/hardware-print36-appearance.png,VERIFIED
right,power-side bracket holes,4,1,4,four chassis attachment holes,small,near image right/rear,round fastener holes,black/silver,source/pdf-pages/hardware-print36-appearance.png,VERIFIED
top,removable top cover,1,1,1,plain cover behind vent strip,large,full body width and rear five-sixths depth,slightly raised panel with transverse front seam,matte black textured powder coat with real wear,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_1.webp,VERIFIED
top,port-side perforated strip,1,1,1,full width with three internal divisions,about one-sixth depth,canonical bottom/front edge,recessed perforated panel,black metal honeycomb with silver interiors,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_1.webp,VERIFIED
top,cover seam,1,1,1,transverse,full width,behind vent strip,recessed seam line,black metal,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_1.webp,VERIFIED
bottom,underside sheet panel,1,1,1,plain black base,full 442 x 420 mm,full face,folded sheet-metal base,black powder-coated steel with wear,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_2.webp,VERIFIED
bottom,longitudinal stamped ribs,5,1,5,five evenly spaced ribs,medium,near rear/power half in canonical orientation,shallow raised stampings,black painted steel,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_2.webp,VERIFIED
bottom,transverse stamped rib,1,1,1,continuous,wide,near rear/power edge,shallow raised stamping,black painted steel,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_2.webp,VERIFIED
bottom,regulatory and qualification labels,3,1,3,"model/regulatory; qualification; serial/network access label",medium label cluster,upper-middle/rear half,flush factory labels,white labels with black Huawei/legal print,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_7.webp,VERIFIED
bottom,visible fasteners,18,multiple,multiple,as photographed,small,distributed around ribs and label field,recessed/projecting round screw heads,black and silver,https://revodistribution.com/static/media/parts/CE6851-48S6Q-HI/Huawei_CE6851-48S6Q-HI_2.webp,VERIFIED

