face,component,count,rows,columns,left_to_right_order,relative_size,position,depth_or_relief,color_material,source_url,confidence
rear,C6420 sled,4,2,2,screen-left upper sled 3; screen-left lower sled 4; screen-right upper sled 1; screen-right lower sled 2,each about 39 percent of rear width and half height,left and right of PSU stack,separate recessed modular blocks,galvanized perforated steel with blue plastic,https://dl.dell.com/topicspdf/poweredge-c6400_owners-manual_en-us.pdf,verified
rear,shared AC PSU,2,2,1,upper then lower,central narrow modules,center stack,separate hot-plug block with inlet and fan depth,galvanized steel black C20 inlet orange latch black fan green EPP1600W label,https://store.techyparts.com/products/dell-poweredge-c6400-24sff-4-node-c6420-dual-lga3647-h730p-x710-cto-2u-server,verified
rear,AC inlet,2,2,1,upper then lower,large rectangular,device-left half of each PSU rear,recessed C20 socket,black plastic with orange release beside it,https://store.techyparts.com/products/dell-poweredge-c6400-24sff-4-node-c6420-dual-lga3647-h730p-x710-cto-2u-server,verified
rear,PSU fan grille,2,2,1,upper then lower,large circular,device-right half of each PSU rear,recessed fan and square guard,black fan/grille with green EPP 1600W hub label,https://store.techyparts.com/products/dell-poweredge-c6400-24sff-4-node-c6420-dual-lga3647-h730p-x710-cto-2u-server,verified
rear,sled release handle,4,2,2,one per sled,large vertical paddle,near PSU-facing inner edge of each sled,projecting separate geometry,Dell blue textured plastic and silver hinge,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified
rear,sled release lock,4,2,2,one per sled,small metal latch,outer edge of each sled,recessed/flush stamped geometry,silver metal,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified
rear,USB 3.0 port,8,4,2,two stacked on outer side of each sled,small rectangular,outer third of each sled,recessed real port geometry,black socket with blue insert,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified
rear,system ID indicator/button,4,2,2,one per sled,small circular,beside USB group,recessed button/lens,black white and blue,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified
rear,EST pull-out tab,4,2,2,one per sled,small horizontal tab,bottom edge of each sled rear,projects slightly,Dell blue label in black/silver tab,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified
rear,iDRAC Direct micro-USB,4,2,2,one per sled,small port,center-lower area of each sled,recessed real port,black/silver,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified
rear,mini DisplayPort,4,2,2,one per sled,small port,right of micro-USB in device-sled coordinates,recessed real port,black/silver with white DP symbol,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified
rear,iDRAC or NIC RJ45 port,4,2,2,one per sled,medium rectangular,lower inner area of each sled,recessed connector with contact relief,black/silver with iDRAC text,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified
rear,rear power button,4,2,2,one per sled,small circular,adjacent to RJ45,recessed button,silver/black,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-c6400-c6420-technical-guide.pdf,verified
rear,empty low-profile PCIe blank,4,2,2,one per sled,long vented rectangle,upper inner portion of each sled,recessed stamped blank with perforation,galvanized silver,https://store.techyparts.com/products/dell-poweredge-c6400-24sff-4-node-c6420-dual-lga3647-h730p-x710-cto-2u-server,verified
rear,empty mezzanine/OCP blank and ventilation,4,2,2,one per sled,large perforated zone,outer/upper portion of each sled,perforated recessed metal,galvanized silver with black interior pixels opaque,https://store.techyparts.com/products/dell-poweredge-c6400-24sff-4-node-c6420-dual-lga3647-h730p-x710-cto-2u-server,verified
rear,external add-in NIC/SFP/QSFP,0,0,0,none,none,none,none,none,source/originals/user-target-list-screenshot.png,verified absent
top,front backplane cover,1,1,1,front section,about front third,device-front top,slightly raised removable panel,galvanized stamped steel with real wear,https://www.ebay.com/itm/384577208062,verified
top,U-shaped stamped relief,4,1,4,left to right,four large shallow shapes,front backplane cover,shallow raised/depressed stamp,galvanized steel,https://www.ebay.com/itm/384577208062,verified
top,backplane-cover fastener group,more than 30,multiple,multiple,as photographed,small circular/front keyhole groups,front top,flush and shallow recessed,galvanized steel with dark recess,https://imgur.com/a/uec15Ij,verified by source texture
top,transverse raised channel,1,1,1,between front cover and main cover,long narrow,across full body width,shallow stamped ridge,galvanized steel,https://www.ebay.com/itm/384577208062,verified
top,main removable cover,1,1,1,center/rear main section,about half depth,central top,overlapping cover with visible perimeter seam,galvanized steel,https://www.ebay.com/itm/384577208062,verified
top,large Dell service/information diagram,1,1,1,one centered sheet,large rectangle,center of main cover,flush printed factory label,white gray black blue and orange print,https://www.ebay.com/itm/384577208062,verified
top,blue cover-touch/release tabs,3,1,3,left center right,small squares,edge of service label/main cover,slightly raised,Dell blue plastic,https://www.ebay.com/itm/384577208062,verified
top,rear PSU top cover,1,1,1,rear section,about rear eighth,device-rear top,separate stamped cover,galvanized steel,https://www.ebay.com/itm/384577208062,verified
top,two-person lift warning label,1,1,1,device-right rear,label-sized,PSU top cover,flush factory label,yellow black red,https://www.ebay.com/itm/384577208062,verified
top,PSU/regulatory black label,2,1,2,device-left and right zones,small rectangles,PSU top cover,flush factory labels,black white,https://www.ebay.com/itm/384577208062,verified
right,galvanized side wall,1,1,1,front to rear,full body depth x height,device-right,flat closed sheet with edge folds,real zinc-finished stamped steel,https://www.ebay.com/itm/384577208062,verified
right,circular rivet/fastener pattern,about 24,multiple,multiple,source-locked positions,small circular,across side wall,flush/recessed,steel with dark centers,https://www.ebay.com/itm/384577208062,verified by source texture
right,front rail slots,2,2,1,upper then lower,short horizontal slots,near device-front side,recessed elongated slot,galvanized metal/dark recess,https://www.ebay.com/itm/384577208062,verified
right,small Dell part/QR label,1,1,1,one,label-sized,rear-lower/central portion of side wall,flush paper label,white/gray black,https://www.ebay.com/itm/384577208062,verified
left,galvanized side wall,1,1,1,front to rear,full body depth x height,device-left,flat closed sheet with edge folds,real zinc-finished stamped steel,source/third-party/ebay-xbyte-02.jpg,verified by multiple exact angles
left,circular rivet/fastener pattern,multiple,multiple,multiple,independent source-constrained pattern,small circular,across side wall,flush/recessed,steel with dark centers,source/third-party/ebay-xbyte-02.jpg,verified at silhouette/edge level; reconstructed detail
left,right-side QR label copy,0,0,0,none,none,none,none,none,source/third-party/ebay-xbyte-03.jpg,verified absent from reconstruction to avoid mirroring
bottom,conservative underside panel,1,1,1,front to rear,448 x 763.2 ratio,body underside,flat closed non-identifying sheet,galvanized steel matching sides,https://dl.dell.com/topicspdf/poweredge-c6400_Owners-Manual2_en-us.pdf,generic-bottom-fallback
bottom,unsupported labels vents holes feet rails seams fasteners,0,0,0,none,none,none,none,none,documented search exhaustion,generic-bottom-fallback
